,Session ID,Author,Department,Abstract,Keywords
86,10,Cristian Buc Calderon,CLPS department,"LEARNING SPATIOTEMPORAL STRUCTURE THROUGH FEEDBACK-
DRIVEN CLUSTERING IN RNNS

Cristian B. Calderon1,2, Tom Verguts2, Michael J. Frank1,3 

1. Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, Providence, RI, USA

2. Department of Experimental Psychology, Ghent University, Ghent, Belgium

3. Robert J. and Nancy D. Carney Institute for Brain Science, Brown University, Providence, RI, USA


Abstract

Action sequences constitute much of our everyday behavior. One important aspect of such sequences is their spatiotemporal pattern; a plane pilot must not only perform each action in the correct order but also at the precise time. Our project focuses on developing a neuro-computational model that learns to encode spatiotemporal representations of such tasks in the connectivity matrix of recurrent neural networks. We suggest this learning emerges from the combination of specific learning rules within the RNN, in combination of learned sparse feedback projection from motor cortex to the RNN signaling event boundaries (e.g., a motor response). In addition, we aim to understand how such a learned structure can be harnessed to efficiently generalize spatiotemporal representations. For instance, learning a drum rhythm with the hands and transfer it to feet effectors (between output generalization), or applying a learned rhythm to distinct sequences within the same effector (between sequence generalization).","['brain science brown university providence ri usa abstract action sequences constitute much', 'rnns cristian b calderon tom verguts michael j frank department', 'psychological sciences brown university providence ri usa department', 'experimental psychology ghent university ghent belgium robert j', 'everyday behavior one important aspect']"
87,10,Alana Jaskir,CLPS,"While dopamine (DA) has been shown to play a computational role in animal reinforcement learning (RL), its dual effects in two opponent pathways within the striatum suggest a more complex system than that captured by standard RL models. The Opponent Actor Learning (OpAL) model (Collins & Frank, 2014) presented a dual-actor/critic framework based on this biology. The two nonlinear actors specialize in encoding the benefits and costs of actions, and DA modulates both learning and the motivational state (influence of each actor on decision making). While this model accounts for a variety of data, its normative advantage still needs formal analysis. We present simulations showing how dopamine levels can be optimized according to motivational state depending on the “richness” of the environment (e.g., probability of reward). We show that online modulation of motivational states confers a benefit beyond that afforded by classic RL in learning and risk paradigms. These simulations offer a clue as to the normative function of the biology of RL that differs from the standard model-free RL algorithms in computer science. We propose that risky decision making with increased dopamine (e.g., in adolescence or with pharmacology) is a byproduct of this optimization.","['opponent actor learning opal model collins frank presented', 'normative advantage still needs formal analysis', 'two opponent pathways within', 'two nonlinear actors specialize', 'animal reinforcement learning rl']"
88,10,Drew Linsley,Brown University,"Recent successes in deep learning have started to impact neuroscience. Of particular significance are claims that current segmentation algorithms achieve ""super-human"" accuracy in an area known as connectomics. However, as we will show, these algorithms do not effectively generalize beyond the particular source and brain tissues used for training -- severely limiting their usability by the broader neuroscience community. To fill this gap, we describe a novel connectomics challenge for source- and tissue-agnostic reconstruction of neurons (STAR), which favors broad generalization over fitting specific datasets. We first demonstrate that current state-of-the-art approaches to neuron segmentation perform poorly on the challenge. We further describe a novel convolutional recurrent neural network module that combines short-range horizontal connections within a processing stage and long-range top-down connections between stages. The resulting architecture establishes the state of the art on the STAR challenge and represents a significant step towards widely usable and fully-automated connectomics analysis.","['novel convolutional recurrent neural network module', 'current segmentation algorithms achieve superhuman accuracy', 'significant step towards widely usable', 'combines shortrange horizontal connections within', 'neuron segmentation perform poorly']"
89,10,Wenyu Zhang,Physics,"We present a Boosted Decision Tree application in a search for the standard model production of four top quarks. The production of four top quarks from a single proton-proton (pp to tttt) collision has not yet been observed. In  the past few years, the Large Hadron Collider at the CERN collected data of pp collisions at center-of-mass energy of 13 TeV, and at this energy we may be approaching the predicted sensitivity to the pp to tttt process. One critical challenge in this search is to separate the massive standard model top anti-top (tt) events. Boosted decision trees (BDTs) are used to improve the discrimination between tttt signal and tt background. They use the AdaBoost adaptive boosting algorithm, and are trained to identify the principal differences between tttt and tt production. The jet and lepton properties and relevant kinematic variables feature strongly in the choice of BDT input parameters. Simulated tt plus jets and tttt events are used for training multivariate-analysis discriminants. We will discuss how we select the variables of interest, some parameter considerations of BDT training, and how the result will be improved compared with single kinematic variable discriminant.
","['massive standard model top antitop tt events boosted decision trees bdts', 'bdt input parameters simulated tt plus jets', 'boosted decision tree application', 'relevant kinematic variables feature strongly', 'tttt process one critical challenge']"
90,10,Pinar Demetci,Center for Computational Molecular Biology,"Data integration of single-cell measurements is critical for our understanding of cell development and disease, but the lack of correspondence between different types of single-cell measurements makes such efforts challenging. Several unsupervised algorithms are capable of aligning heterogeneous types of single-cell measurements in a shared space, enabling the creation of mappings between single cells in different data modalities. We present Single-Cell alignment using Optimal Transport (SCOT), an unsupervised learning algorithm that uses Gromov Wasserstein-based optimal transport to align single-cell multi-omics datasets. SCOT calculates a probabilistic coupling matrix that matches cells across two datasets based on k nearest neighbor distances. It uses the resulting coupling matrix to align and project one single cell dataset onto another. We compare the alignment performance of SCOT with state-of-the art algorithms on three simulated and two real datasets and demonstrate that SCOT is comparable in quality to competing methods but is significantly faster and requires tuning fewer hyperparameters.","['project one single cell dataset onto another', 'present singlecell alignment using optimal transport scot', 'matches cells across two datasets based', 'align singlecell multiomics datasets scot calculates', 'uses gromov wassersteinbased optimal transport']"
91,11,Sabina Stefan,Biomedical Engineering,"Optical coherence tomography angiography (OCTA) is becoming increasingly popular for neuroscientific study, but it remains challenging to objectively quantify the morphology of cortical microvasculature using OCT compared to other imaging modalities such as two-photon microscopy. This is challenging due to the comparably low signal-to-noise ratio in addition to projection artifacts or “tails” underneath vessels appearing in OCTA due to multiple-scattering. Here, we propose a set of deep learning approaches to automated enhancement, segmentation, and vessel graphing of OCTA images, especially of those obtained from rodent brain cortex. First, we present a convolutional neural network (CNN) to denoise, enhance tubular structures, and mitigate projection artifacts. Next, we propose another CNN for segmentation, which achieves an area-under-curve (AUC) score of 0.96 when compared to expert manual annotation. To improve connectivity of the segmentation, we employ a third CNN which serves to connect spurious gaps. Finally, we describe a strategy for graphing the vascular network from the segmented OCTA. The network graph enables the quantitative assessment of various angioarchitecture properties, including individual vessel lengths, diameters, and tortuosity, as well as the connectivity between vessels. All of these tools, including the trained CNNs, are made publically available as a user-friendly toolbox.","['various angioarchitecture properties including individual vessel lengths diameters', '“ tails ” underneath vessels appearing', 'optical coherence tomography angiography octa', 'cortical microvasculature using oct compared', 'rodent brain cortex first']"
92,11,Kathleen Huntzicker,Neuroscience (GPP),"Hippocampal adult neurogenesis has been implicated in the neural mechanisms for many complex behaviors, including stress response and reward motivation. In this study, we employ a pharmacogenetic method of neurogenesis ablation to study the role of newly-born hippocampal neurons in probabilistic learning. Previous studies from our lab have found that our treated (TK) rats exhibit differential responses to ambiguous threat cues when compared to wild-type controls, as well as decreased effort to gain rewards. In this project, we employ a two-armed bandit task to study rodent responses to ambiguous reward feedback. Rats are exposed to two levers, one of which produces a food reward pellet 80 percent of the time, and the other, 20 percent. This type of probabilistic learning – and subsequent reversal learning when lever outcomes are switched – provides many opportunities to study response to ambiguous feedback. We find that in one version of this task, male and female TK rats exhibit a higher win-stay ratio and earn more rewards than wild-type controls, suggesting that TK rats employ different strategies than wild-types when seeking rewards under ambiguous conditions. Together, our findings suggest a role for adult neurogenesis in explore-exploit decision-making and, more generally, in behavioral response to situational uncertainty.","['many complex behaviors including stress response', 'treated tk rats exhibit differential responses', 'switched – provides many opportunities', 'tk rats employ different strategies', 'female tk rats exhibit']"
93,11,Numair Khan,Computer Science/Brown University,"The large amount of data in light field images means that most existing methods for scene reconstruction using light fields have to make a trade-off between accuracy, global consistency, and computational efficiency. We show that by using only a subset of data points in the spatio-angular domain, the high dimensionality of a light field can be effectively handled to yield a reconstruction that is comparable to the state-of-the-art in terms of quality, while being much more efficient to compute. ","['scene reconstruction using light fields', 'light field images means', 'accuracy global consistency', 'light field', 'spatioangular domain']"
94,11,Victor Boutin,CLPS,"Two classes of computational models compete for explaining the function of the ventral visual stream of the visual cortex: the class of generative vs. discriminative models. On the one hand, discriminative models provide internal representations similar to those found in the Inferior Temporal (IT) area of the visual cortex and yield human-like performances in object recognition tasks. On the other hand, generative models successfully recapitulate neural phenomena reported in the early visual cortex including extra-classical receptive field (RF) effects and provide a plausible framework to account for brain oscillatory dynamics like alpha oscillations and traveling waves.
In this presentation, I will argue that these two complementary views could be reconciled using a hybrid generative+discriminative model in which these two components are re-weighted alongside the hierarchy of the ventral visual stream. In this view, the internal representations of the early visual cortex could be described using a model with a strong generative component and a weak discriminative one. Such representations might provide deeper layers with useful information to solve a large array of visual recognition tasks beyond image categorization. This discriminative component is expected to increase as one descends the ventral stream to better reflect the categorical firing patterns observed in higher areas of the ventral stream. We are interested in collaborating with Brown electrophysiology groups to evaluate our hypothesis using brain similarity metrics with neural data in different areas of the ventral stream.
","['early visual cortex including extraclassical receptive field rf effects', 'hand generative models successfully recapitulate neural phenomena reported', 'one hand discriminative models provide internal representations similar', 'brain oscillatory dynamics like alpha oscillations', 'visual recognition tasks beyond image categorization']"
95,11,Austin Vaitkus,Department of Physics,"Network interpretability is a key requirement of applying deep learning to problems in physics. Unfortunately, convolutional neural networks (CNNs) are notoriously difficult to interpret. However, their applications to time series data makes them an invaluable resource for signal processing and analysis.

We make use of particularly large kernel sizes in shallow CNNs to reduce the complexity of information flow through the network while maintaining a sufficiently high receptive field to extract relevant topological information from a dataset. However, potentially superfluous weights can degrade the interpretability of the network by acting as noise in the visualization of the kernels themselves. To address this, we propose a novel approach to minimize the jaggedness of a network’s convolutional filters by incorporating an additional loss function during the training process. The outcome is a smoother filter, which is easier to interpret by the human eye, yet still performs well in the network’s primary task.

This method has proven successful in simple regression tasks, and will continue to be developed for use in the Particle Astrophysics Group at Brown University.","['human eye yet still performs well', 'physics unfortunately convolutional neural networks cnns', 'dataset however potentially superfluous weights', 'time series data makes', 'sufficiently high receptive field']"
96,11,Dylan Sam,Computer Science,"In modern machine learning and deep learning applications, models are increasingly dependent on large amounts of labeled data. While labeled data can be expensive, unlabeled data is relatively cheap and easy to obtain. Weakly supervised learning looks to solve this need for significant quantities of labeled data by leveraging unlabeled data and external knowledge. One such method is proposed in Data Programming, which uses a generative model approach to leverage the knowledge of several weak learners on a classification task. Our work focuses on applying that method on a computer vision task of the Animals with Attributes 2 dataset. We train individual attribute detectors, which serve as weak labelers in determining animal classes in binary classification. Our pipeline illustrates a phenomena of generalization, where a second model trained on the generative model in a supervised fashion learns to generalize better than the original generative model. Finally, we look at various approaches to directly improve our generative model by reducing the number of weak labelers with poor accuracy.","['obtain weakly supervised learning looks', 'train individual attribute detectors', 'deep learning applications models', 'original generative model finally', 'supervised fashion learns']"
97,11,Mukesh Makwana,"CLPS, Brown University","Our abilities to focus on a goal while ignoring distractors (cognitive control), and to orient attention towards rewarding stimuli (value-based attention) are critical for survival. Cognitive control encompasses multistage processes such as conflict monitoring, response threshold
adjustment, and response selection (Shenhav et al., 2013). However, little is known about how each process interacts with value-driven attention. To address this gap, we developed a modified
Flanker task combined with a reach-tracking paradigm. Participants reached to a target on the right or left side of the screen as instructed by a central arrow that was flanked by congruent, incongruent or neutral distractors. To manipulate value-based attention, the flankers were rendered in colors that had pre-trained associations with positive, negative, or no monetary outcomes. Previous studies suggest that, in the reach tracking paradigm, the initiation latency
(time taken to initiate the movement after stimulus presentation) captures adjustments in response threshold, while the reach curvature (degree of deviation in the reach trajectory from the direct path to the target) captures response selection (e.g., Erb et al., 2016). We found that
these two measures were differentially affected by distractor congruency and value. Initiation latency was reduced by congruent relative to neutral flankers, suggesting that congruency lowered response threshold. This reduction was attenuated by positive-reward compared to no-reward conditions. In contrast, curvature was increased on incongruent relative to neutral trials, suggesting that incongruent distractors interfere with response selection, and this effect
was not affected by flanker value. Together, it appears that both congruent and incongruent trials modulate different cognitive control processes, response threshold adjustment and response
selection respectively, whereas reward only modulates the former. Overall, this study uncovers the potential interactions underlying our cognitive control and value-based attention systems.","['incongruent trials modulate different cognitive control processes response threshold adjustment', 'target captures response selection eg erb et al', 'response selection shenhav et al however little', 'orient attention towards rewarding stimuli valuebased attention', 'survival cognitive control encompasses multistage processes']"
98,11,Harrison Ritz,CLPS,"Short Talk (preferred): Inferring people’s objectives during cost-benefit planning.
We live in a dynamic world, controlling our thoughts and actions to optimize costs and benefits. Optimal control theory offers a normative account of how to regulate these dynamical systems. While this modeling approach has been fruitfully applied to online motor control, much less is known about how optimal control can help us understand more abstract planning processes. To measure optimal control over abstract planning, we developed a novel experimental paradigm in which participants learned to control linear dynamical systems to earn rewards and avoid action costs. We used ‘Inverse Optimal Control’ to infer the objective functions that participants used to make their decisions, finding that we were able to accurately predict participants’ choices. Our modelling further revealed that participants were biased towards using quadratic objective functions, consistent with a standard family of optimal control algorithms. This work shows how optimal control theory can formalize people's decisions to exert effort in the service of their goals, motivating a future fMRI experiment to measure neural representation of the objective functions that participants use for planning. 


Lightning Talk: Modeling optimal approach-avoidance planning.
Animals must frequently choose between pursuing what they desire (e.g., drinking from a river) and avoiding what they fear (e.g., exposing themselves to predators). Effective, flexible planning requires that they combine these goal states with their knowledge about the dynamics of their environment (e.g., the agility of predators). Engineering control theory provides a normative framework for how agents can navigate these approach-avoidance conflicts, extending state-of-the-art motor control algorithms to more complex planning. We applied this approach to simulate an optimal agent’s movements as they try to reach a goal while avoiding a ‘predator’ that is chasing them.  We find that optimal control algorithms can produce a rich and flexible repertoire of actions, such as planning evasive maneuvers that lure predators away from desirable locations. These models have inspired a collaboration with a primate research group to test how control algorithms can be used to understand the neural correlates of dynamic approach-avoidance planning.
","['planning lightning talk modeling optimal approachavoidance planning animals must frequently choose', 'biased towards using quadratic objective functions consistent', 'approachavoidance conflicts extending stateoftheart motor control algorithms', 'short talk preferred inferring people ’', 'used ‘ inverse optimal control ’']"
